city,source_class,source_detail,prepared_count,mapped_group,release_sample_count,release_labels,explicit_mapping
sydney,Infrastructure,Electricity Transmission and Distribution,65,Utilities,15,Utilities,True
sydney,Infrastructure,Electricity Transmission or Distribution,3,Utilities,10,Utilities,True
sydney,Infrastructure,Electricity Transmission or Distribution Network,15,Utilities,3,Utilities,True
sydney,Infrastructure,ElectricityGeneratingWork,2,Utilities,0,,True
sydney,Infrastructure,Gas Transmission and Distribution,1,Utilities,0,,True
sydney,Infrastructure,Infrastructure (Electricity),1,Utilities,0,,True
sydney,Infrastructure,Local Drainage,123,Utilities,68,Utilities,True
sydney,Infrastructure,Pipeline,2,Utilities,1,Utilities,True
sydney,Infrastructure,Public Utility Undertaking,5,Utilities,1,Utilities,True
sydney,Infrastructure,Pumping Station,1,Utilities,0,,True
sydney,Infrastructure,Sewage Pump Station,1,Utilities,0,,True
sydney,Infrastructure,Sewage Pumping Station,1,Utilities,0,,True
sydney,Infrastructure,Sewage Reticulation System,2,Utilities,0,,True
sydney,Infrastructure,Sewage System,1,Utilities,0,,True
sydney,Infrastructure,Sewage Treatment Plant,5,Utilities,8,Utilities,True
sydney,Infrastructure,Sewerage,14,Utilities,0,,True
sydney,Infrastructure,Sewerage Pumping Station,1,Utilities,0,,True
sydney,Infrastructure,Sewerage System,113,Utilities,81,Utilities,True
sydney,Infrastructure,Sewerage Systems,3,Utilities,0,,True
sydney,Infrastructure,Sewerage Treatment Plant,4,Utilities,15,Utilities,True
sydney,Infrastructure,Stormwater Management,16,Utilities,5,Utilities,True
sydney,Infrastructure,Stormwater Management System,18,Utilities,31,Utilities,True
sydney,Infrastructure,Stormwater Management Systems,16,Utilities,6,Utilities,True
sydney,Infrastructure,Stormwater System,8,Utilities,0,,True
sydney,Infrastructure,Stormwater Systems,1,Utilities,0,,True
sydney,Infrastructure,Substation,7,Utilities,0,,True
sydney,Infrastructure,Telecommunications,16,Utilities,1,Utilities,True
sydney,Infrastructure,Telecommunications Facilities,6,Utilities,0,,True
sydney,Infrastructure,Telecommunications Facility,11,Utilities,0,,True
sydney,Infrastructure,Telephone Exchange,4,Utilities,0,,True
sydney,Infrastructure,Trunk Drainage,2,Utilities,5,Utilities,True
sydney,Infrastructure,Utility (substation),1,Utilities,0,,True
sydney,Infrastructure,Waste & Resource Management Facilities,1,Utilities,0,,True
sydney,Infrastructure,Waste Management Facility,3,Utilities,15,Utilities,True
sydney,Infrastructure,Waste Transfer Station,1,Utilities,2,Utilities,True
sydney,Infrastructure,Waste or Resource Management Facility,2,Utilities,55,Utilities,True
sydney,Infrastructure,Water,10,Utilities,0,,True
sydney,Infrastructure,Water Infrastructure,9,Utilities,4,Utilities,True
sydney,Infrastructure,Water Recycling Facility,1,Utilities,1,Utilities,True
sydney,Infrastructure,Water Reservoir,1,Utilities,1,Utilities,True
sydney,Infrastructure,Water Reticulation System,2,Utilities,1,Utilities,True
sydney,Infrastructure,Water Sewer and Drainage,13,Utilities,0,,True
sydney,Infrastructure,Water Storage Facility,7,Utilities,2,Utilities,True
sydney,Infrastructure,Water Supply,71,Utilities,7,Utilities,True
sydney,Infrastructure,Water Supply System,207,Utilities,338,Utilities,True
sydney,Infrastructure,Water Supply Systems,5,Utilities,0,,True
sydney,Infrastructure,Water and Sewerage,13,Utilities,0,,True
sydney,Special Activities,Sewerage System,1,Utilities,1,Utilities,True
sydney,Special Activities,Waste Management Facility,2,Utilities,7,Utilities,True
sydney,Special Activities,Waste Recycling,1,Utilities,8,Utilities,True
sydney,Special Activities,Water Supply System,1,Utilities,1,Utilities,True
sydney,Special Purposes Zone - Infrastructure,,2,Utilities,0,,True
sydney,Transition,,25,Vacant / Reserve,0,,True
sydney,Urban,,3,Vacant / Reserve,0,,True
sydney,Urban Development, ,6,Vacant / Reserve,48,Vacant / Reserve,True
sydney,Infrastructure,Detention Basin,1,Water,0,,True
sydney,Natural Waterways,,197,Water,0,,True
sydney,Recreational Waterways,,42,Water,0,,True
sydney,Waterway,,1,Water,0,,True
sydney,Working Waterways,,2,Water,0,,True
